USN,CollegeName,Result,Score,s1_name,s1_r,s1_f,s1_i,s1_t,s2_name,s2_r,s2_f,s2_i,s2_t,s3_name,s3_r,s3_f,s3_i,s3_t,s4_name,s4_r,s4_f,s4_i,s4_t,s5_name,s5_r,s5_f,s5_i,s5_t
M1610227, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,95.32,SOFTWARE PRACTICES AND TESTING ,Pass,78,20,98,BUSINESS INTELLIGENCE ,Pass,79,20,99,J2EE ,Pass,79,20,99,J2EE AND SOFTWARE TESTING LABORATORY,Pass,80,20,100,PROJECT AND VIVA VOCE ,Pass,239,60,299
M1610228, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,81.54,SOFTWARE PRACTICES AND TESTING ,Pass,56,19,75,BUSINESS INTELLIGENCE ,Pass,64,20,84,J2EE ,Pass,63,16,79,J2EE AND SOFTWARE TESTING LABORATORY,Pass,77,20,97,PROJECT AND VIVA VOCE ,Pass,231,53,284
M1610229, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,70,SOFTWARE PRACTICES AND TESTING ,Pass,64,12,76,BUSINESS INTELLIGENCE ,Pass,59,13,72,J2EE ,Pass,56,13,69,J2EE AND SOFTWARE TESTING LABORATORY,Pass,65,14,79,PROJECT AND VIVA VOCE ,Pass,227,53,280
M1610230, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,85.86,SOFTWARE PRACTICES AND TESTING ,Pass,66,17,83,BUSINESS INTELLIGENCE ,Pass,62,20,82,J2EE ,Pass,56,15,71,J2EE AND SOFTWARE TESTING LABORATORY,Pass,76,20,96,PROJECT AND VIVA VOCE ,Pass,228,58,286
M1610231, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,36,8,44,BUSINESS INTELLIGENCE ,Pass,42,8,50,J2EE ,Pass,32,8,40,J2EE AND SOFTWARE TESTING LABORATORY,Pass,36,8,44,PROJECT AND VIVA VOCE ,Pass,150,38,188
M1610232, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,70.89,SOFTWARE PRACTICES AND TESTING ,Pass,51,13,64,BUSINESS INTELLIGENCE ,Pass,46,13,59,J2EE ,Pass,48,15,63,J2EE AND SOFTWARE TESTING LABORATORY,Pass,65,20,85,PROJECT AND VIVA VOCE ,Pass,230,58,288
M1610233, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,48,10,58,BUSINESS INTELLIGENCE ,Pass,34,13,47,J2EE ,Pass,38,12,50,J2EE AND SOFTWARE TESTING LABORATORY,Pass,37,19,56,PROJECT AND VIVA VOCE ,Pass,196,43,239
M1610235, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,85.27,SOFTWARE PRACTICES AND TESTING ,Pass,75,20,95,BUSINESS INTELLIGENCE ,Pass,65,20,85,J2EE ,Pass,73,19,92,J2EE AND SOFTWARE TESTING LABORATORY,Pass,66,20,86,PROJECT AND VIVA VOCE ,Pass,215,58,273
M1610236, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,84.59,SOFTWARE PRACTICES AND TESTING ,Pass,58,13,71,BUSINESS INTELLIGENCE ,Pass,70,17,87,J2EE ,Pass,48,18,66,J2EE AND SOFTWARE TESTING LABORATORY,Pass,73,20,93,PROJECT AND VIVA VOCE ,Pass,237,53,290
M1610237, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,80.62,SOFTWARE PRACTICES AND TESTING ,Pass,53,11,64,BUSINESS INTELLIGENCE ,Pass,39,15,54,J2EE ,Pass,61,16,77,J2EE AND SOFTWARE TESTING LABORATORY,Pass,76,20,96,PROJECT AND VIVA VOCE ,Pass,231,58,289
M1610238, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,65,14,79,BUSINESS INTELLIGENCE ,Pass,63,16,79,J2EE ,Pass,53,13,66,J2EE AND SOFTWARE TESTING LABORATORY,Pass,42,14,56,PROJECT AND VIVA VOCE ,Pass,230,53,283
M1610239, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,85.97,SOFTWARE PRACTICES AND TESTING ,Pass,67,19,86,BUSINESS INTELLIGENCE ,Pass,65,20,85,J2EE ,Pass,60,19,79,J2EE AND SOFTWARE TESTING LABORATORY,Pass,79,20,99,PROJECT AND VIVA VOCE ,Pass,230,58,288
M1610240, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,90.46,SOFTWARE PRACTICES AND TESTING ,Pass,73,19,92,BUSINESS INTELLIGENCE ,Pass,75,20,95,J2EE ,Pass,64,17,81,J2EE AND SOFTWARE TESTING LABORATORY,Pass,64,20,84,PROJECT AND VIVA VOCE ,Pass,230,58,288
M1610241, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,77.57,SOFTWARE PRACTICES AND TESTING ,Pass,67,16,83,BUSINESS INTELLIGENCE ,Pass,55,19,74,J2EE ,Pass,48,15,63,J2EE AND SOFTWARE TESTING LABORATORY,Pass,67,20,87,PROJECT AND VIVA VOCE ,Pass,225,58,283
M1610242, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,84.41,SOFTWARE PRACTICES AND TESTING ,Pass,60,18,78,BUSINESS INTELLIGENCE ,Pass,62,19,81,J2EE ,Pass,58,15,73,J2EE AND SOFTWARE TESTING LABORATORY,Pass,74,20,94,PROJECT AND VIVA VOCE ,Pass,229,58,287
M1610243, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,89.49,SOFTWARE PRACTICES AND TESTING ,Pass,66,18,84,BUSINESS INTELLIGENCE ,Pass,76,19,95,J2EE ,Pass,59,18,77,J2EE AND SOFTWARE TESTING LABORATORY,Pass,78,20,98,PROJECT AND VIVA VOCE ,Pass,230,58,288
M1610244, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,50,10,60,BUSINESS INTELLIGENCE ,Pass,41,12,53,J2EE ,Pass,46,11,57,J2EE AND SOFTWARE TESTING LABORATORY,Pass,70,20,90,PROJECT AND VIVA VOCE ,Pass,225,43,268
M1610245, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,85.27,SOFTWARE PRACTICES AND TESTING ,Pass,75,15,90,BUSINESS INTELLIGENCE ,Pass,50,20,70,J2EE ,Pass,69,20,89,J2EE AND SOFTWARE TESTING LABORATORY,Pass,79,20,99,PROJECT AND VIVA VOCE ,Pass,232,58,290
M1610246, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,70.22,SOFTWARE PRACTICES AND TESTING ,Pass,60,12,72,BUSINESS INTELLIGENCE ,Pass,48,10,58,J2EE ,Pass,40,12,52,J2EE AND SOFTWARE TESTING LABORATORY,Pass,53,16,69,PROJECT AND VIVA VOCE ,Pass,227,58,285
M1610247, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,50,13,63,BUSINESS INTELLIGENCE ,Pass,41,17,58,J2EE ,Pass,45,13,58,J2EE AND SOFTWARE TESTING LABORATORY,Pass,32,8,40,PROJECT AND VIVA VOCE ,Pass,130,18,148
M1610248, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,1ST C,66.92,SOFTWARE PRACTICES AND TESTING ,Pass,52,13,65,BUSINESS INTELLIGENCE ,Pass,51,16,67,J2EE ,Pass,50,13,63,J2EE AND SOFTWARE TESTING LABORATORY,Pass,50,17,67,PROJECT AND VIVA VOCE ,Pass,215,58,273
M1610249, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,87.05,SOFTWARE PRACTICES AND TESTING ,Pass,78,17,95,BUSINESS INTELLIGENCE ,Pass,75,20,95,J2EE ,Pass,75,17,92,J2EE AND SOFTWARE TESTING LABORATORY,Pass,75,20,95,PROJECT AND VIVA VOCE ,Pass,231,58,289
M1610250, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,84.08,SOFTWARE PRACTICES AND TESTING ,Pass,63,11,74,BUSINESS INTELLIGENCE ,Pass,76,19,95,J2EE ,Pass,63,17,80,J2EE AND SOFTWARE TESTING LABORATORY,Pass,72,20,92,PROJECT AND VIVA VOCE ,Pass,226,53,279
M1610251, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,61,14,75,BUSINESS INTELLIGENCE ,Pass,59,19,78,J2EE ,Pass,42,14,56,J2EE AND SOFTWARE TESTING LABORATORY,Pass,54,20,74,PROJECT AND VIVA VOCE ,Pass,210,58,268
M1610252, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,56,15,71,BUSINESS INTELLIGENCE ,Pass,56,13,69,J2EE ,Pass,34,13,47,J2EE AND SOFTWARE TESTING LABORATORY,Pass,65,20,85,PROJECT AND VIVA VOCE ,Pass,196,53,249
M1610253, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,87.73,SOFTWARE PRACTICES AND TESTING ,Pass,77,19,96,BUSINESS INTELLIGENCE ,Pass,78,19,97,J2EE ,Pass,64,15,79,J2EE AND SOFTWARE TESTING LABORATORY,Pass,78,20,98,PROJECT AND VIVA VOCE ,Pass,225,43,268
M1610254, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,FAIL,6.71,SOFTWARE PRACTICES AND TESTING ,Fail,10,4,14,BUSINESS INTELLIGENCE ,Fail,Ab.,6,6,J2EE ,Fail,Ab.,6,6,J2EE AND SOFTWARE TESTING LABORATORY,Fail,Ab.,3,3,PROJECT AND VIVA VOCE ,Fail,Ab.,18,18
M1610255, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,80.95,SOFTWARE PRACTICES AND TESTING ,Pass,66,19,85,BUSINESS INTELLIGENCE ,Pass,62,16,78,J2EE ,Pass,58,12,70,J2EE AND SOFTWARE TESTING LABORATORY,Pass,69,20,89,PROJECT AND VIVA VOCE ,Pass,212,53,265
M1610256, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,78.81,SOFTWARE PRACTICES AND TESTING ,Pass,61,17,78,BUSINESS INTELLIGENCE ,Pass,65,16,81,J2EE ,Pass,43,13,56,J2EE AND SOFTWARE TESTING LABORATORY,Pass,68,20,88,PROJECT AND VIVA VOCE ,Pass,231,53,284
M1610257, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,FAIL,62.57,SOFTWARE PRACTICES AND TESTING ,Pass,51,8,59,BUSINESS INTELLIGENCE ,Pass,44,8,52,J2EE ,Fail,19,12,31,J2EE AND SOFTWARE TESTING LABORATORY,Pass,39,9,48,PROJECT AND VIVA VOCE ,Pass,195,53,248
M1610258, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,91.84,SOFTWARE PRACTICES AND TESTING ,Pass,75,20,95,BUSINESS INTELLIGENCE ,Pass,79,20,99,J2EE ,Pass,58,20,78,J2EE AND SOFTWARE TESTING LABORATORY,Pass,79,20,99,PROJECT AND VIVA VOCE ,Pass,238,60,298
M1610259, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,83.22,SOFTWARE PRACTICES AND TESTING ,Pass,60,19,79,BUSINESS INTELLIGENCE ,Pass,55,19,74,J2EE ,Pass,50,17,67,J2EE AND SOFTWARE TESTING LABORATORY,Pass,74,20,94,PROJECT AND VIVA VOCE ,Pass,228,53,281
M1610260, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,75.14,SOFTWARE PRACTICES AND TESTING ,Pass,56,15,71,BUSINESS INTELLIGENCE ,Pass,59,17,76,J2EE ,Pass,32,10,42,J2EE AND SOFTWARE TESTING LABORATORY,Pass,68,20,88,PROJECT AND VIVA VOCE ,Pass,221,53,274
M1610261, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,2ND C,58.51,SOFTWARE PRACTICES AND TESTING ,Pass,52,10,62,BUSINESS INTELLIGENCE ,Pass,47,11,58,J2EE ,Pass,36,10,46,J2EE AND SOFTWARE TESTING LABORATORY,Pass,37,15,52,PROJECT AND VIVA VOCE ,Pass,205,38,243
M1610262, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,81.59,SOFTWARE PRACTICES AND TESTING ,Pass,52,14,66,BUSINESS INTELLIGENCE ,Pass,43,16,59,J2EE ,Pass,43,12,55,J2EE AND SOFTWARE TESTING LABORATORY,Pass,62,20,82,PROJECT AND VIVA VOCE ,Pass,229,53,282
M1610263, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,88,SOFTWARE PRACTICES AND TESTING ,Pass,72,18,90,BUSINESS INTELLIGENCE ,Pass,48,19,67,J2EE ,Pass,62,15,77,J2EE AND SOFTWARE TESTING LABORATORY,Pass,77,20,97,PROJECT AND VIVA VOCE ,Pass,238,58,296
M1610265, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,83.38,SOFTWARE PRACTICES AND TESTING ,Pass,73,15,88,BUSINESS INTELLIGENCE ,Pass,65,18,83,J2EE ,Pass,56,17,73,J2EE AND SOFTWARE TESTING LABORATORY,Pass,77,20,97,PROJECT AND VIVA VOCE ,Pass,232,58,290
M1610266, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,87.05,SOFTWARE PRACTICES AND TESTING ,Pass,72,18,90,BUSINESS INTELLIGENCE ,Pass,58,18,76,J2EE ,Pass,65,16,81,J2EE AND SOFTWARE TESTING LABORATORY,Pass,71,20,91,PROJECT AND VIVA VOCE ,Pass,225,58,283
M1610267, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,1ST C,61.81,SOFTWARE PRACTICES AND TESTING ,Pass,52,10,62,BUSINESS INTELLIGENCE ,Pass,35,10,45,J2EE ,Pass,36,8,44,J2EE AND SOFTWARE TESTING LABORATORY,Pass,63,12,75,PROJECT AND VIVA VOCE ,Pass,221,53,274
M1610268, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,FAIL,37.29,SOFTWARE PRACTICES AND TESTING ,Fail,17,8,25,BUSINESS INTELLIGENCE ,Fail,18,16,34,J2EE ,Pass,32,8,40,J2EE AND SOFTWARE TESTING LABORATORY,Fail,16,8,24,PROJECT AND VIVA VOCE ,Pass,120,18,138
M1610269, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,FAIL,17.71,SOFTWARE PRACTICES AND TESTING ,Pass,44,4,48,BUSINESS INTELLIGENCE ,Fail,19,16,35,J2EE ,Fail,14,6,20,J2EE AND SOFTWARE TESTING LABORATORY,Fail,Ab.,3,3,PROJECT AND VIVA VOCE ,Fail,Ab.,18,18
M1610270, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,72.84,SOFTWARE PRACTICES AND TESTING ,Pass,62,13,75,BUSINESS INTELLIGENCE ,Pass,43,16,59,J2EE ,Pass,44,13,57,J2EE AND SOFTWARE TESTING LABORATORY,Pass,48,20,68,PROJECT AND VIVA VOCE ,Pass,195,38,233
M1610271, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,1ST C,66.08,SOFTWARE PRACTICES AND TESTING ,Pass,58,14,72,BUSINESS INTELLIGENCE ,Pass,50,14,64,J2EE ,Pass,38,14,52,J2EE AND SOFTWARE TESTING LABORATORY,Pass,72,20,92,PROJECT AND VIVA VOCE ,Pass,235,53,288
M1610272, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,91.65,SOFTWARE PRACTICES AND TESTING ,Pass,70,19,89,BUSINESS INTELLIGENCE ,Pass,60,20,80,J2EE ,Pass,70,16,86,J2EE AND SOFTWARE TESTING LABORATORY,Pass,79,20,99,PROJECT AND VIVA VOCE ,Pass,238,53,291
M1610273, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,80.92,SOFTWARE PRACTICES AND TESTING ,Pass,44,17,61,BUSINESS INTELLIGENCE ,Pass,41,15,56,J2EE ,Pass,50,13,63,J2EE AND SOFTWARE TESTING LABORATORY,Pass,75,17,92,PROJECT AND VIVA VOCE ,Pass,230,43,273
M1610274, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,76.41,SOFTWARE PRACTICES AND TESTING ,Pass,62,16,78,BUSINESS INTELLIGENCE ,Pass,74,18,92,J2EE ,Pass,47,16,63,J2EE AND SOFTWARE TESTING LABORATORY,Pass,60,20,80,PROJECT AND VIVA VOCE ,Pass,205,53,258
M1610275, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,73.57,SOFTWARE PRACTICES AND TESTING ,Pass,53,12,65,BUSINESS INTELLIGENCE ,Pass,60,9,69,J2EE ,Pass,41,9,50,J2EE AND SOFTWARE TESTING LABORATORY,Pass,67,16,83,PROJECT AND VIVA VOCE ,Pass,220,53,273
M1610276, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,82.54,SOFTWARE PRACTICES AND TESTING ,Pass,67,17,84,BUSINESS INTELLIGENCE ,Pass,52,19,71,J2EE ,Pass,66,16,82,J2EE AND SOFTWARE TESTING LABORATORY,Pass,74,20,94,PROJECT AND VIVA VOCE ,Pass,232,58,290
M1610277, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,83.81,SOFTWARE PRACTICES AND TESTING ,Pass,60,16,76,BUSINESS INTELLIGENCE ,Pass,67,19,86,J2EE ,Pass,56,15,71,J2EE AND SOFTWARE TESTING LABORATORY,Pass,56,20,76,PROJECT AND VIVA VOCE ,Pass,218,58,276
M1610278, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,90.08,SOFTWARE PRACTICES AND TESTING ,Pass,68,16,84,BUSINESS INTELLIGENCE ,Pass,76,20,96,J2EE ,Pass,71,16,87,J2EE AND SOFTWARE TESTING LABORATORY,Pass,76,20,96,PROJECT AND VIVA VOCE ,Pass,232,58,290
M1610279, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,72.35,SOFTWARE PRACTICES AND TESTING ,Pass,78,17,95,BUSINESS INTELLIGENCE ,Pass,73,18,91,J2EE ,Pass,62,19,81,J2EE AND SOFTWARE TESTING LABORATORY,Pass,47,20,67,PROJECT AND VIVA VOCE ,Pass,215,53,268
M1610280, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,65,18,83,BUSINESS INTELLIGENCE ,Pass,62,18,80,J2EE ,Pass,54,13,67,J2EE AND SOFTWARE TESTING LABORATORY,Pass,54,20,74,PROJECT AND VIVA VOCE ,Pass,217,53,270
M1610281, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,2ND C,59.03,SOFTWARE PRACTICES AND TESTING ,Pass,40,10,50,BUSINESS INTELLIGENCE ,Pass,53,13,66,J2EE ,Pass,45,10,55,J2EE AND SOFTWARE TESTING LABORATORY,Pass,50,19,69,PROJECT AND VIVA VOCE ,Pass,130,28,158
M1610282, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,79,SOFTWARE PRACTICES AND TESTING ,Pass,74,13,87,BUSINESS INTELLIGENCE ,Pass,72,19,91,J2EE ,Pass,67,17,84,J2EE AND SOFTWARE TESTING LABORATORY,Pass,50,20,70,PROJECT AND VIVA VOCE ,Pass,228,53,281
M1610283, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,1ST C,69.14,SOFTWARE PRACTICES AND TESTING ,Pass,58,14,72,BUSINESS INTELLIGENCE ,Pass,62,15,77,J2EE ,Pass,49,14,63,J2EE AND SOFTWARE TESTING LABORATORY,Pass,53,20,73,PROJECT AND VIVA VOCE ,Pass,215,58,273
M1610284, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,74,SOFTWARE PRACTICES AND TESTING ,Pass,62,8,70,BUSINESS INTELLIGENCE ,Pass,79,13,92,J2EE ,Pass,68,13,81,J2EE AND SOFTWARE TESTING LABORATORY,Pass,66,10,76,PROJECT AND VIVA VOCE ,Pass,227,53,280
M1610286, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,95.68,SOFTWARE PRACTICES AND TESTING ,Pass,77,20,97,BUSINESS INTELLIGENCE ,Pass,79,20,99,J2EE ,Pass,76,20,96,J2EE AND SOFTWARE TESTING LABORATORY,Pass,80,20,100,PROJECT AND VIVA VOCE ,Pass,239,60,299
M1610287, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,91.03,SOFTWARE PRACTICES AND TESTING ,Pass,72,19,91,BUSINESS INTELLIGENCE ,Pass,76,20,96,J2EE ,Pass,75,18,93,J2EE AND SOFTWARE TESTING LABORATORY,Pass,76,20,96,PROJECT AND VIVA VOCE ,Pass,235,53,288
M1610288, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,FAIL,5.43,SOFTWARE PRACTICES AND TESTING ,Fail,1,4,5,BUSINESS INTELLIGENCE ,Fail,Ab.,6,6,J2EE ,Fail,Ab.,6,6,J2EE AND SOFTWARE TESTING LABORATORY,Fail,Ab.,3,3,PROJECT AND VIVA VOCE ,Fail,Ab.,18,18
M1610289, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,1ST C,60.7,SOFTWARE PRACTICES AND TESTING ,Pass,58,12,70,BUSINESS INTELLIGENCE ,Pass,66,9,75,J2EE ,Pass,43,12,55,J2EE AND SOFTWARE TESTING LABORATORY,Pass,32,10,42,PROJECT AND VIVA VOCE ,Pass,230,43,273
M1610290, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,92.11,SOFTWARE PRACTICES AND TESTING ,Pass,76,20,96,BUSINESS INTELLIGENCE ,Pass,74,20,94,J2EE ,Pass,73,20,93,J2EE AND SOFTWARE TESTING LABORATORY,Pass,76,20,96,PROJECT AND VIVA VOCE ,Pass,230,60,290
M1610292, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,1ST C,67.08,SOFTWARE PRACTICES AND TESTING ,Pass,61,9,70,BUSINESS INTELLIGENCE ,Pass,74,11,85,J2EE ,Pass,43,10,53,J2EE AND SOFTWARE TESTING LABORATORY,Pass,56,20,76,PROJECT AND VIVA VOCE ,Pass,217,53,270
M1610293, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,2ND C,56.03,SOFTWARE PRACTICES AND TESTING ,Pass,55,8,63,BUSINESS INTELLIGENCE ,Pass,72,8,80,J2EE ,Pass,35,9,44,J2EE AND SOFTWARE TESTING LABORATORY,Pass,37,14,51,PROJECT AND VIVA VOCE ,Pass,195,33,228
M1610294, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,84.76,SOFTWARE PRACTICES AND TESTING ,Pass,61,19,80,BUSINESS INTELLIGENCE ,Pass,67,20,87,J2EE ,Pass,54,16,70,J2EE AND SOFTWARE TESTING LABORATORY,Pass,77,20,97,PROJECT AND VIVA VOCE ,Pass,225,53,278
M1610295, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,60,17,77,BUSINESS INTELLIGENCE ,Pass,44,16,60,J2EE ,Pass,51,14,65,J2EE AND SOFTWARE TESTING LABORATORY,Pass,69,20,89,PROJECT AND VIVA VOCE ,Pass,225,58,283
M1610296, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,1ST C,68.59,SOFTWARE PRACTICES AND TESTING ,Pass,57,8,65,BUSINESS INTELLIGENCE ,Pass,53,8,61,J2EE ,Pass,54,10,64,J2EE AND SOFTWARE TESTING LABORATORY,Pass,60,13,73,PROJECT AND VIVA VOCE ,Pass,228,53,281
M1610297, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,DISTI,81.59,SOFTWARE PRACTICES AND TESTING ,Pass,56,17,73,BUSINESS INTELLIGENCE ,Pass,59,14,73,J2EE ,Pass,64,15,79,J2EE AND SOFTWARE TESTING LABORATORY,Pass,79,20,99,PROJECT AND VIVA VOCE ,Pass,235,53,288
M1610298, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,1ST C,69.16,SOFTWARE PRACTICES AND TESTING ,Pass,53,15,68,BUSINESS INTELLIGENCE ,Pass,43,12,55,J2EE ,Pass,65,11,76,J2EE AND SOFTWARE TESTING LABORATORY,Pass,77,20,97,PROJECT AND VIVA VOCE ,Pass,227,53,280
M1610299, College : 4218  -  SKES S G S SCIENCE COLLEGE  BELAGAVI,1ST C,62.86,SOFTWARE PRACTICES AND TESTING ,Pass,59,8,67,BUSINESS INTELLIGENCE ,Pass,34,8,42,J2EE ,Pass,45,8,53,J2EE AND SOFTWARE TESTING LABORATORY,Pass,62,8,70,PROJECT AND VIVA VOCE ,Pass,220,43,263
M1610401, College : 4219  -  KLS GOGTE COLLEGE OF COMMERCE  BELAGAVI,1ST C,66.19,SOFTWARE PRACTICES AND TESTING ,Pass,48,18,66,BUSINESS INTELLIGENCE ,Pass,59,18,77,J2EE ,Pass,37,14,51,J2EE AND SOFTWARE TESTING LABORATORY,Pass,51,15,66,PROJECT AND VIVA VOCE ,Pass,204,52,256
M1610402, College : 4219  -  KLS GOGTE COLLEGE OF COMMERCE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,51,16,67,BUSINESS INTELLIGENCE ,Pass,55,11,66,J2EE ,Pass,43,12,55,J2EE AND SOFTWARE TESTING LABORATORY,Pass,58,10,68,PROJECT AND VIVA VOCE ,Pass,201,50,251
M1610403, College : 4219  -  KLS GOGTE COLLEGE OF COMMERCE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,61,17,78,BUSINESS INTELLIGENCE ,Pass,79,19,98,J2EE ,Pass,60,18,78,J2EE AND SOFTWARE TESTING LABORATORY,Pass,66,15,81,PROJECT AND VIVA VOCE ,Pass,218,53,271
M1610405, College : 4219  -  KLS GOGTE COLLEGE OF COMMERCE  BELAGAVI,1ST C,68.14,SOFTWARE PRACTICES AND TESTING ,Pass,57,18,75,BUSINESS INTELLIGENCE ,Pass,63,18,81,J2EE ,Pass,44,16,60,J2EE AND SOFTWARE TESTING LABORATORY,Pass,62,18,80,PROJECT AND VIVA VOCE ,Pass,212,55,267
M1610406, College : 4219  -  KLS GOGTE COLLEGE OF COMMERCE  BELAGAVI,FAIL,56,SOFTWARE PRACTICES AND TESTING ,Fail,16,12,28,BUSINESS INTELLIGENCE ,Pass,32,10,42,J2EE ,Fail,3,10,13,J2EE AND SOFTWARE TESTING LABORATORY,Pass,45,14,59,PROJECT AND VIVA VOCE ,Pass,200,50,250
M1610407, College : 4219  -  KLS GOGTE COLLEGE OF COMMERCE  BELAGAVI,DISTI,73.46,SOFTWARE PRACTICES AND TESTING ,Pass,46,14,60,BUSINESS INTELLIGENCE ,Pass,49,16,65,J2EE ,Pass,53,12,65,J2EE AND SOFTWARE TESTING LABORATORY,Pass,50,12,62,PROJECT AND VIVA VOCE ,Pass,219,52,271
